filename,width,height,class,xmin,ymin,xmax,ymax
20080526-_DSC4211_jpg.rf.b2339f16bac2e0dcdaed8f7feb3253b5.jpg,640,640,Tomato Early blight leaf,421,135,474,179
20080526-_DSC4211_jpg.rf.b2339f16bac2e0dcdaed8f7feb3253b5.jpg,640,640,Tomato leaf late blight,231,20,320,123
20080526-_DSC4211_jpg.rf.b2339f16bac2e0dcdaed8f7feb3253b5.jpg,640,640,Tomato leaf late blight,96,25,218,64
20080526-_DSC4211_jpg.rf.b2339f16bac2e0dcdaed8f7feb3253b5.jpg,640,640,Tomato leaf late blight,134,110,231,199
Bacterial-leaf-spot-transplants1_jpg.rf.fbaeb9970f157a1ca9969df02c5e6ce7.jpg,640,640,Tomato leaf late blight,0,97,152,283
Bacterial-leaf-spot-transplants1_jpg.rf.fbaeb9970f157a1ca9969df02c5e6ce7.jpg,640,640,Tomato leaf late blight,176,107,536,453
Bacterial-leaf-spot-transplants1_jpg.rf.fbaeb9970f157a1ca9969df02c5e6ce7.jpg,640,640,Tomato leaf late blight,268,418,514,558
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,238,394,395,638
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,301,346,407,497
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,192,339,326,499
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,325,282,453,460
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,127,289,262,449
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,282,266,331,343
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,15,246,189,377
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,323,206,422,277
TYLCV-tomate-DB-441-170_jpg.rf.0130602161f0068095e5b3675b490855.jpg,640,640,Tomato leaf,383,0,470,115
gray-mold-on-tomato-leaf_jpg.rf.479bbef6a6c726502efdc7607b3926b7.jpg,640,640,Tomato mold leaf,109,12,514,634
image_jpg.rf.81b24c68de8dc662af2380d6eabea4b1.jpg,640,640,Tomato leaf mosaic virus,0,106,405,419
bacterialspottomato2_jpg.rf.29895678436e28adef6ea63965f0006f.jpg,640,640,Tomato leaf mosaic virus,134,45,634,633
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,144,31,204,122
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,290,105,353,153
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,475,143,535,206
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,198,85,257,167
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,96,68,156,179
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,490,240,535,285
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,61,162,113,245
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,481,270,544,356
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,318,250,412,336
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,281,274,345,348
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,215,287,304,371
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,449,397,506,466
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,299,389,350,442
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,259,374,316,461
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,86,364,155,475
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,254,418,332,509
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,379,36,435,93
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,69,445,203,548
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,440,559,535,639
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,30,482,108,601
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,294,557,368,634
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,210,1,264,75
tylcv1-_jpg.rf.c9c18d268448c08c146bb5529927adca.jpg,640,640,Tomato leaf,337,55,375,103
tomato_septoria_alternaria_1_jpg.rf.0f15b718e38d039a53df20b8f7e6da2b.jpg,640,640,Tomato Septoria leaf spot,339,314,633,608
tomato_septoria_alternaria_1_jpg.rf.0f15b718e38d039a53df20b8f7e6da2b.jpg,640,640,Tomato Septoria leaf spot,339,96,564,339
tomato_septoria_alternaria_1_jpg.rf.0f15b718e38d039a53df20b8f7e6da2b.jpg,640,640,Tomato Septoria leaf spot,32,6,301,379
Bacterial_spots1300_jpg.rf.f4b3a3c86c81531b036e5a3e68787db9.jpg,640,640,Tomato leaf mosaic virus,147,141,538,588
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,45,192,128,339
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,96,230,141,365
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,383,141,435,301
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,454,263,557,372
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,492,353,563,442
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,442,365,513,436
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,416,307,461,390
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,160,218,205,250
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,224,212,268,256
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,244,249,262,308
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,198,288,250,320
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,179,365,218,454
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,122,289,199,455
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,206,326,263,403
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,270,243,359,314
Leaf-Mold-upper-leaf-surface_jpg.rf.4f60837a3628f391b144b5eacbaed889.jpg,640,640,Tomato mold leaf,345,263,390,346
IMG_0020_jpg.rf.40fc48a81997ba7b5aade1f57bcaf4ed.jpg,640,640,Tomato leaf mosaic virus,117,18,361,290
Bacterial-spot-on-tomato-leaves_jpg.rf.683bd23ce1a91ebf8e38d7d22b98c490.jpg,640,640,Tomato leaf late blight,187,28,393,266
Bacterial-spot-on-tomato-leaves_jpg.rf.683bd23ce1a91ebf8e38d7d22b98c490.jpg,640,640,Tomato leaf late blight,3,115,182,242
Bacterial-spot-on-tomato-leaves_jpg.rf.683bd23ce1a91ebf8e38d7d22b98c490.jpg,640,640,Tomato leaf late blight,330,198,633,445
Bacterial-spot-on-tomato-leaves_jpg.rf.683bd23ce1a91ebf8e38d7d22b98c490.jpg,640,640,Tomato leaf late blight,161,264,355,479
leafmoldtomato1_jpg.rf.d105f82c12f7941199c834de734c0c03.jpg,640,640,Tomato mold leaf,19,6,639,474
late-blight-leaves_jpg.rf.16c8f555cef0bda3c20a5e8438e147f2.jpg,640,640,Tomato leaf mosaic virus,113,36,370,459
tomato-vine-ripe-leaves-isolated-against-white-34863029_jpg.rf.23dfc69db0c8d96dff3f98d5f0355d61.jpg,640,640,Tomato leaf late blight,218,166,358,379
tomato-vine-ripe-leaves-isolated-against-white-34863029_jpg.rf.23dfc69db0c8d96dff3f98d5f0355d61.jpg,640,640,Tomato leaf late blight,352,211,474,429
tomato-vine-ripe-leaves-isolated-against-white-34863029_jpg.rf.23dfc69db0c8d96dff3f98d5f0355d61.jpg,640,640,Tomato leaf late blight,39,212,199,372
tomato-vine-ripe-leaves-isolated-against-white-34863029_jpg.rf.23dfc69db0c8d96dff3f98d5f0355d61.jpg,640,640,Tomato leaf late blight,166,166,219,237
leaf-2Binf-2B800-2B1_jpg.rf.4aafe2567ebf1498a6f8046716863c93.jpg,640,640,Tomato leaf mosaic virus,313,126,633,372
leaf-2Binf-2B800-2B1_jpg.rf.4aafe2567ebf1498a6f8046716863c93.jpg,640,640,Tomato leaf mosaic virus,0,115,175,532
BCH-20medium-20thumbnail-20for-20upload-20-2814-29_jpg.rf.22e2ed6744d0eb8830398d1b21464351.jpg,640,640,Tomato leaf mosaic virus,208,358,454,631
BCH-20medium-20thumbnail-20for-20upload-20-2814-29_jpg.rf.22e2ed6744d0eb8830398d1b21464351.jpg,640,640,Tomato leaf mosaic virus,118,11,271,408
BCH-20medium-20thumbnail-20for-20upload-20-2814-29_jpg.rf.22e2ed6744d0eb8830398d1b21464351.jpg,640,640,Tomato leaf mosaic virus,168,226,486,517
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,39,422,198,585
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,232,420,434,563
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,368,313,525,479
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,136,191,256,362
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,206,104,340,331
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,291,92,422,329
tomato-leaf-20728368_jpg.rf.3c9e90ed1af66778e689c654e689a71b.jpg,640,640,Tomato leaf bacterial spot,439,141,625,295
Fig-2_jpg.rf.8fd4f1197baabf0bdd5d90ac51f3527c.jpg,640,640,Tomato leaf late blight,256,396,499,532
Fig-2_jpg.rf.8fd4f1197baabf0bdd5d90ac51f3527c.jpg,640,640,Tomato leaf,52,192,250,397
Fig-2_jpg.rf.8fd4f1197baabf0bdd5d90ac51f3527c.jpg,640,640,Tomato leaf,263,198,442,391
IMG_0020_jpg.rf.baef3589202b62cac6dc0afefa6cadf5.jpg,640,640,Tomato leaf mosaic virus,257,13,486,272
Bacterial-speck-tomato-leaves_jpg.rf.d38619918fa2a9365cde897e7253c4ec.jpg,640,640,Tomato leaf mosaic virus,29,11,623,537
img_1028_jpg.rf.a02b791a7224dbf1efe0cea968454e70.jpg,640,640,Tomato leaf bacterial spot,98,3,470,542
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,65,166,159,271
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,326,248,423,340
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,491,305,607,426
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,130,243,232,339
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,351,326,395,385
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,476,371,553,460
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,82,297,165,378
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,261,339,316,419
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,418,368,495,482
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,161,320,219,415
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,268,363,342,442
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,301,427,361,495
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,169,388,223,472
TYLCV2_jpg.rf.7d64b8e0bc6cb3382bd778f91ed57860.jpg,640,640,Tomato leaf,138,389,191,460
Bacterial_spots2276_jpg.rf.24596290aa6d384b2c52fe5d4504ab4e.jpg,640,640,Tomato leaf mosaic virus,103,160,589,468
IMG_1261_jpg.rf.87c103516b34dc9c46fdb90eeb33187f.jpg,640,640,Tomato mold leaf,12,57,628,474
IMG_2687_JPG_jpg.rf.01ac9cebc71a9eb355fb0566ace69f52.jpg,640,640,Tomato leaf bacterial spot,320,493,403,596
IMG_2687_JPG_jpg.rf.01ac9cebc71a9eb355fb0566ace69f52.jpg,640,640,Tomato leaf bacterial spot,45,96,154,301
IMG_2687_JPG_jpg.rf.01ac9cebc71a9eb355fb0566ace69f52.jpg,640,640,Tomato leaf bacterial spot,428,77,570,441
IMG_2687_JPG_jpg.rf.01ac9cebc71a9eb355fb0566ace69f52.jpg,640,640,Tomato leaf bacterial spot,256,153,435,455
Bacterial_spots2277_jpg.rf.eee44059ef938de50aa1257ee0cdc5a5.jpg,640,640,Tomato leaf mosaic virus,107,126,495,515
Bacterial_spots2277_jpg.rf.eee44059ef938de50aa1257ee0cdc5a5.jpg,640,640,Tomato leaf mosaic virus,48,0,248,88
TYLCV4_jpg.rf.b796a899083cc6ce4a807fffa8408e33.jpg,640,640,Tomato leaf,19,373,146,470
TYLCV4_jpg.rf.b796a899083cc6ce4a807fffa8408e33.jpg,640,640,Tomato leaf,170,392,305,483
TYLCV4_jpg.rf.b796a899083cc6ce4a807fffa8408e33.jpg,640,640,Tomato leaf,157,249,249,386
TYLCV4_jpg.rf.b796a899083cc6ce4a807fffa8408e33.jpg,640,640,Tomato leaf,248,242,377,425
TYLCV4_jpg.rf.b796a899083cc6ce4a807fffa8408e33.jpg,640,640,Tomato leaf,82,482,179,599
fig1-2k11-163-165_jpg.rf.cf34679db1fe2c279565b46ecb7cea84.jpg,640,640,Tomato leaf,353,12,596,243
fig1-2k11-163-165_jpg.rf.cf34679db1fe2c279565b46ecb7cea84.jpg,640,640,Tomato leaf,19,70,467,461
image_jpg.rf.737e4643234849b5df3eb23812953c1e.jpg,640,640,Tomato leaf mosaic virus,0,99,418,476
Bacterial_spots2277_jpg.rf.64fb7fcb204e2ac39c2082bb8b031570.jpg,640,640,Tomato leaf mosaic virus,136,112,541,520
Bacterial_spots2277_jpg.rf.64fb7fcb204e2ac39c2082bb8b031570.jpg,640,640,Tomato leaf mosaic virus,443,509,640,626
Tom_Sept4_jpg.rf.3ac03f31223c2f98a2818af57822eaa6.jpg,640,640,Tomato Septoria leaf spot,115,12,314,563
Tom_Sept4_jpg.rf.3ac03f31223c2f98a2818af57822eaa6.jpg,640,640,Tomato Septoria leaf spot,326,6,512,551
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,501,68,535,148
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,29,73,202,312
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,510,150,558,255
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,428,158,500,324
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,554,190,638,358
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato Early blight leaf,374,358,605,602
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato Early blight leaf,206,415,294,558
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,560,0,637,98
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,398,3,475,162
SpotSpeckBlightMite-1l4v879_jpg.rf.244f69d3d35a949c5c66d3da5e13bd58.jpg,640,640,Tomato leaf late blight,212,71,286,124
bacterial-speck-tomato-3_jpg.rf.596e995947a1cae8066821e7f1a9b631.jpg,640,640,Tomato leaf late blight,96,48,639,591
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,350,49,452,254
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,423,114,526,294
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,467,229,631,349
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,222,194,326,477
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,117,251,221,497
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,382,293,471,472
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,29,266,133,500
stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288_jpg.rf.5731164f3d5c2224d93c4ec1db2e2973.jpg,640,640,Tomato leaf bacterial spot,461,315,584,567
Leaf-mold-web_jpg.rf.dc0cb2c4cab69aeb10117284d8c70d29.jpg,640,640,Tomato mold leaf,245,520,349,638
Leaf-mold-web_jpg.rf.dc0cb2c4cab69aeb10117284d8c70d29.jpg,640,640,Tomato mold leaf,0,72,117,505
Leaf-mold-web_jpg.rf.dc0cb2c4cab69aeb10117284d8c70d29.jpg,640,640,Tomato mold leaf,290,19,496,639
Leaf-mold-web_jpg.rf.dc0cb2c4cab69aeb10117284d8c70d29.jpg,640,640,Tomato mold leaf,71,26,243,614
leafmoldtomato2_jpg.rf.f34890efa8397546efd1a99edc7d014f.jpg,640,640,Tomato mold leaf,1,11,637,614
Late-blight-on-a-tomato-leaf_jpg.rf.b3846607487e7e4358a97cc1fab827cc.jpg,640,640,Tomato leaf mosaic virus,99,115,533,484
Bacterial-leaf-spot-transplants1_jpg.rf.6c89abadae994574da8f663d39708f01.jpg,640,640,Tomato leaf late blight,494,323,638,522
Bacterial-leaf-spot-transplants1_jpg.rf.6c89abadae994574da8f663d39708f01.jpg,640,640,Tomato leaf late blight,97,177,481,551
Bacterial-leaf-spot-transplants1_jpg.rf.6c89abadae994574da8f663d39708f01.jpg,640,640,Tomato leaf late blight,105,79,359,241
IMG_2686_JPG_jpg.rf.e96475be8792210c31b57870b9c1d6f1.jpg,640,640,Tomato leaf bacterial spot,288,120,372,383
IMG_2686_JPG_jpg.rf.e96475be8792210c31b57870b9c1d6f1.jpg,640,640,Tomato leaf bacterial spot,480,237,572,474
IMG_2686_JPG_jpg.rf.e96475be8792210c31b57870b9c1d6f1.jpg,640,640,Tomato leaf bacterial spot,380,163,498,439
Leaf-mold-web_jpg.rf.f9d5d0e2c2778e205413a57d3550123d.jpg,640,640,Tomato mold leaf,529,116,640,602
Leaf-mold-web_jpg.rf.f9d5d0e2c2778e205413a57d3550123d.jpg,640,640,Tomato mold leaf,372,6,595,606
Leaf-mold-web_jpg.rf.f9d5d0e2c2778e205413a57d3550123d.jpg,640,640,Tomato mold leaf,118,0,378,638
Leaf-mold-web_jpg.rf.f9d5d0e2c2778e205413a57d3550123d.jpg,640,640,Tomato mold leaf,261,0,376,126
Figure-1-6_jpg.rf.ad768fff004f3f69862be1fe08384410.jpg,640,640,Tomato leaf late blight,0,4,605,558
Tomato_Septoria_Leaf_Spot_jpg.rf.79e5d1007fddefd0d4e116db3a0d44be.jpg,640,640,Tomato Septoria leaf spot,0,124,180,553
Tomato_Septoria_Leaf_Spot_jpg.rf.79e5d1007fddefd0d4e116db3a0d44be.jpg,640,640,Tomato Septoria leaf spot,241,4,597,541
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.1545e0ad8ae9c3ff2366258f94d8f9ca.jpg,640,640,Tomato leaf yellow virus,142,412,231,566
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.1545e0ad8ae9c3ff2366258f94d8f9ca.jpg,640,640,Tomato leaf yellow virus,13,329,233,465
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.1545e0ad8ae9c3ff2366258f94d8f9ca.jpg,640,640,Tomato leaf yellow virus,200,186,354,417
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.1545e0ad8ae9c3ff2366258f94d8f9ca.jpg,640,640,Tomato leaf yellow virus,497,212,572,340
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.1545e0ad8ae9c3ff2366258f94d8f9ca.jpg,640,640,Tomato leaf yellow virus,67,142,178,316
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.1545e0ad8ae9c3ff2366258f94d8f9ca.jpg,640,640,Tomato leaf yellow virus,461,67,535,205
